loss,accuracy,val_loss,val_accuracy
0.6861790418624878,0.5559111833572388,0.6891570091247559,0.5434243083000183
0.6833016872406006,0.5634226202964783,0.6906701326370239,0.5459057092666626
0.6828138828277588,0.5652514696121216,0.6945576667785645,0.5322580933570862
0.6833497285842896,0.564075767993927,0.6896283030509949,0.5533498525619507
0.6828461289405823,0.5666231513023376,0.69203120470047,0.5334987640380859
0.6826772689819336,0.5657740235328674,0.6897404789924622,0.540942907333374
0.6830719709396362,0.5632919669151306,0.689592182636261,0.5496277809143066
0.682471513748169,0.5664271712303162,0.6919897794723511,0.5446650385856628
0.682618260383606,0.5645983219146729,0.690034031867981,0.5496277809143066
0.6827790141105652,0.5666231513023376,0.6902379989624023,0.540942907333374
0.6829453706741333,0.5637491941452026,0.6912817358970642,0.540942907333374
0.6826686263084412,0.5642716884613037,0.6891460418701172,0.5471463799476624
0.6823230981826782,0.5707380771636963,0.6896818280220032,0.540942907333374
0.6822564005851746,0.5698889493942261,0.6944156289100647,0.5347394347190857
0.6825815439224243,0.5672762989997864,0.6898101568222046,0.5471463799476624
0.6822677254676819,0.5685173273086548,0.6901830434799194,0.5446650385856628
0.6824962496757507,0.5663618445396423,0.6890535354614258,0.5496277809143066
0.6824488639831543,0.5672109723091125,0.6898238062858582,0.5496277809143066
0.6822680830955505,0.5681254267692566,0.6892731189727783,0.5496277809143066
0.6825369596481323,0.5677335262298584,0.6903555393218994,0.5471463799476624
0.6822361350059509,0.5683213472366333,0.6895902752876282,0.5521091818809509
0.6822532415390015,0.5676028728485107,0.6892293691635132,0.5521091818809509
0.6823662519454956,0.5662312507629395,0.6908029913902283,0.5496277809143066
0.6822637319564819,0.5664271712303162,0.6900608539581299,0.5508685111999512
0.6822325587272644,0.5678641200065613,0.6903098225593567,0.5471463799476624
0.6821991801261902,0.5683213472366333,0.689034640789032,0.5496277809143066
0.6821491718292236,0.5662312507629395,0.6892409324645996,0.5496277809143066
0.6819560527801514,0.5689745545387268,0.6948870420455933,0.540942907333374
0.6821589469909668,0.5683213472366333,0.6888673901557922,0.5521091818809509
0.6821712255477905,0.5676681995391846,0.6907307505607605,0.5434243083000183
0.681934118270874,0.566949725151062,0.6895034909248352,0.5533498525619507
0.6820158958435059,0.5654474496841431,0.6885626912117004,0.5459057092666626
0.6822094321250916,0.5662965178489685,0.6890641450881958,0.5496277809143066
0.6822106838226318,0.5687132477760315,0.6892700791358948,0.5496277809143066
0.6823181509971619,0.5681907534599304,0.6888643503189087,0.5483871102333069
0.6822088360786438,0.5661005973815918,0.6894720792770386,0.5533498525619507
0.681980550289154,0.5676681995391846,0.6891758441925049,0.5508685111999512
0.6819477081298828,0.5696930289268494,0.692031741142273,0.53722083568573
0.6819790601730347,0.5685826539993286,0.6899909973144531,0.5496277809143066
0.6820201873779297,0.5681907534599304,0.6885554790496826,0.5483871102333069
0.682083249092102,0.5677335262298584,0.6892606019973755,0.5521091818809509
0.6818568110466003,0.5691051483154297,0.6891627311706543,0.5545905828475952
0.6821846961975098,0.5672762989997864,0.6906099319458008,0.5533498525619507
0.6820708513259888,0.5677335262298584,0.6901429891586304,0.5521091818809509
0.6818885803222656,0.5679947733879089,0.6915658712387085,0.5521091818809509
0.6823632717132568,0.5693011283874512,0.6906759738922119,0.5397022366523743
0.6820482611656189,0.5659046173095703,0.6892762184143066,0.5545905828475952
0.6819000244140625,0.5679947733879089,0.6897605657577515,0.5508685111999512
0.6819696426391602,0.5694970488548279,0.689042329788208,0.5496277809143066
0.6817423105239868,0.5680601000785828,0.6884449124336243,0.5533498525619507
0.6819563508033752,0.5672109723091125,0.688976526260376,0.5533498525619507
0.6817870140075684,0.5685826539993286,0.6914612054824829,0.5446650385856628
0.6818399429321289,0.5670150518417358,0.6878583431243896,0.5446650385856628
0.6820502877235413,0.5690398216247559,0.6898512840270996,0.5508685111999512
0.6818948984146118,0.5666884183883667,0.6887789964675903,0.5496277809143066
0.6818118691444397,0.5698889493942261,0.6883049011230469,0.5471463799476624
0.6817048788070679,0.5695623755455017,0.6891205906867981,0.5459057092666626
0.6818019151687622,0.569431722164154,0.6877567768096924,0.5521091818809509
0.6817111968994141,0.5683213472366333,0.6881366968154907,0.5533498525619507
0.6817295551300049,0.5704115033149719,0.68766850233078,0.5459057092666626
0.6817392110824585,0.5668190717697144,0.6886714100837708,0.5459057092666626
0.6820328831672668,0.5695623755455017,0.6888754963874817,0.5459057092666626
0.6818329691886902,0.5696277022361755,0.6886552572250366,0.5446650385856628
0.681729793548584,0.5685826539993286,0.6884141564369202,0.5483871102333069
0.6819749474525452,0.5704768300056458,0.6886027455329895,0.5483871102333069
0.681606650352478,0.5702808499336243,0.6885960698127747,0.559553325176239
0.6815977692604065,0.5685173273086548,0.6914657950401306,0.5496277809143066
0.6819329261779785,0.5677988529205322,0.689346969127655,0.5483871102333069
0.6818531155586243,0.5705421566963196,0.6882128119468689,0.5459057092666626
0.6816705465316772,0.5679294466972351,0.6888083815574646,0.5459057092666626
0.6818530559539795,0.5699542760848999,0.6903672814369202,0.5496277809143066
0.6819080710411072,0.569366455078125,0.688001811504364,0.5446650385856628
0.6818298697471619,0.5699542760848999,0.6885358095169067,0.5459057092666626
0.6816206574440002,0.5681254267692566,0.6890270709991455,0.5446650385856628
0.6816967129707336,0.5717831254005432,0.6887379884719849,0.5446650385856628
0.6817269921302795,0.568909227848053,0.6879589557647705,0.5508685111999512
0.6817113161087036,0.5696277022361755,0.688094973564148,0.5483871102333069
0.6816657185554504,0.5698889493942261,0.6884538531303406,0.5446650385856628
0.6816012859344482,0.5697583556175232,0.6893327236175537,0.5496277809143066
0.6815455555915833,0.5695623755455017,0.688410222530365,0.5496277809143066
0.6816521286964417,0.5696930289268494,0.6878594160079956,0.5483871102333069
0.6816757321357727,0.5704768300056458,0.6896399259567261,0.5483871102333069
0.6816624402999878,0.569366455078125,0.6887165904045105,0.5521091818809509
0.6817678213119507,0.5700849294662476,0.6879353523254395,0.555831253528595
0.6816934943199158,0.5702808499336243,0.6883909702301025,0.555831253528595
0.6817204356193542,0.5712606310844421,0.6898875832557678,0.5496277809143066
0.681856632232666,0.5694970488548279,0.688460648059845,0.5471463799476624
0.6817354559898376,0.5702808499336243,0.6887795329093933,0.5459057092666626
0.6817057132720947,0.5703461766242981,0.6885840892791748,0.5459057092666626
0.6818670630455017,0.5688439011573792,0.6887206435203552,0.5508685111999512
0.6816155314445496,0.5702808499336243,0.6886234879493713,0.5446650385856628
0.681506872177124,0.5700196027755737,0.6885053515434265,0.5483871102333069
0.6816918849945068,0.5690398216247559,0.6885889172554016,0.5446650385856628
0.6818016767501831,0.5678641200065613,0.6882933974266052,0.5459057092666626
0.6816969513893127,0.570868730545044,0.688058614730835,0.5483871102333069
0.6817623376846313,0.5706074237823486,0.68827885389328,0.555831253528595
0.6816926598548889,0.5683866739273071,0.6890889406204224,0.5483871102333069
0.6816136837005615,0.571325957775116,0.6879406571388245,0.5471463799476624
0.6813233494758606,0.5732201337814331,0.6897910833358765,0.5384615659713745
0.6818928718566895,0.5687785744667053,0.6892366409301758,0.5496277809143066
